Unnamed: 0;Место;Пилот;Команда;Отставание/Сход;gp_ind
2631;7;99;37;+1 круг;117
2632;8;38;24;+1 круг;117
2633;9;106;43;+1 круг;117
2634;10;49;37;+1 круг;117
2635;11;127;43;+1 круг;117
2636;12;75;39;+1 круг;117
2637;13;83;16;+1 круг;117
2638;14;156;39;+1 круг;117
2639;15;145;16;+1 круг;117
2640;16;13;30;+1 круг;117
2641;17;114;27;+3 круга;117
2642;18;69;27;+4 круга;117
2643;НК;66;24;DNF;117
2644;НК;1;30;DNF;117
2645;1;103;31;Победитель;118
2646;2;128;15;+4.486;118
2647;3;144;31;+6.085;118
2648;4;49;37;+11.965;118
2649;5;99;37;+13.608;118
2650;6;93;15;+14.345;118
2651;7;83;16;+15.013;118
2652;8;13;30;+16.063;118
2653;9;75;39;+23.625;118
2654;10;106;43;+25.056;118
2655;11;145;16;+26.232;118
2656;12;38;24;+28.415;118
2657;13;156;39;+31.159;118
2658;14;17;48;+45.789;118
2659;15;68;48;+1 круг;118
2660;16;69;27;+2 круга;118
2661;17;114;27;+2 круга;118
2662;НК;127;43;DNF;118
2663;НК;1;30;DNF;118
2664;НК;66;24;DNF;118
2665;1;144;31;Победитель;119
2666;2;103;31;+2.285;119
2667;3;17;48;+40.666;119
2668;4;93;15;+45.625;119
2669;5;128;15;+49.903;119
2670;6;68;48;+56.381;119
2671;7;66;24;+66.664;119
2672;8;145;16;+1 круг;119
2673;9;49;37;+1 круг;119
2674;10;38;24;+1 круг;119
2675;11;83;16;+1 круг;119
2676;12;106;43;+1 круг;119
2677;13;99;37;+1 круг;119
2678;14;156;39;+1 круг;119
2679;15;127;43;+1 круг;119
2680;16;75;39;+2 круга;119
2681;17;114;27;+4 круга;119
2682;НК;69;27;DNF;119
2683;НК;13;30;DNF;119
2684;НК;1;30;DNF;119
2685;1;103;31;Победитель;120
2686;2;144;31;+8.800;120
2687;3;68;48;+17.573;120
2688;4;128;15;+18.181;120
2689;5;17;48;+53.604;120
2690;6;145;16;+64.075;120
2691;7;66;24;+1 круг;120
2692;8;127;43;+1 круг;120
2693;9;83;16;+1 круг;120
2694;10;99;37;+1 круг;120
2695;11;75;39;+1 круг;120
2696;12;49;37;+1 круг;120
2697;13;156;39;+2 круга;120
2698;14;69;27;+3 круга;120
2699;НК;38;24;DNF;120
2700;НК;106;43;DNF;120
2701;НК;13;30;DNF;120
2702;НК;114;27;DNF;120
2703;НК;93;15;DNF;120
2704;НК;1;30;DNF;120
2705;1;144;31;Победитель;121
2706;2;103;31;+10.956;121
2707;3;128;15;+25.443;121
2708;4;68;48;+36.839;121
2709;5;17;48;+63.194;121
2710;6;49;37;+63.955;121
2711;7;145;16;+78.744;121
2712;8;93;15;+1 круг;121
2713;9;83;16;+1 круг;121
2714;10;1;30;+1 круг;121
2715;11;156;39;+1 круг;121
2716;12;69;27;+3 круг;121
2717;13;114;27;+3vкруг;121
2718;НК;106;43;DNF;121
2719;НК;99;37;DNF;121
2720;НК;127;43;DNF;121
2721;НК;38;24;DNF;121
2722;НК;66;24;DNF;121
2723;НК;13;30;DNF;121
2724;НК;75;39;Не стартовал;121
2725;1;128;15;Победитель;122
2726;2;49;37;+15.748;122
2727;3;99;37;+25.084;122
2728;4;127;43;+44.251;122
2729;5;1;30;+49.079;122
2730;6;144;31;+52.025;122
2731;7;38;24;+58.578;122
2732;8;103;31;+58.876;122
2733;9;13;30;+67.028;122
2734;10;156;39;+69.130;122
2735;11;75;39;+73.458;122
2736;12;68;48;+74.278;122
2737;13;17;48;+80.228;122
2738;14;66;24;+85.142;122
2739;15;69;27;+2 круга;122
2740;16;114;27;DNF;122
2741;НК;106;43;DNF;122
2742;НК;93;15;DNF;122
2743;НК;83;16;DNF;122
2744;НК;145;16;DNF;122
2745;1;144;31;Победитель;123
2746;2;103;31;+ 2.058;123
2747;3;38;24;+ 37.988;123
2748;4;49;37;+ 45.692;123
2749;5;83;16;+ 53.997;123
2750;6;68;48;+ 55.283;123
2751;7;93;15;+ 55.703;123
2752;8;127;43;+ 56.076;123
2753;9;17;48;+ 61.040;123
2754;10;156;39;+ 91.234;123
2755;11;75;39;+ 102.311;123
2756;12;128;15;DNF;123
2757;13;1;30;+1 круг;123
2758;14;13;30;+1 круг;123
2759;15;69;27;+1 круг;123
2760;16;114;27;+1 круг;123
2761;НК;106;43;DNF;123
2762;НК;99;37;DNF;123
2763;НК;66;24;DNF;123
2764;НК;145;16;Не стартовал;123
2765;1;144;31;Победитель;124
2766;2;128;15;+25.042;124
2767;3;68;48;+47.635;124
2768;4;17;48;+47.996;124
2769;5;93;15;+68.860;124
2770;6;83;16;+72.783;124
2771;7;145;16;+1 круг;124
2772;8;99;37;+1 круг;124
2773;9;156;39;+1 круг;124
2774;10;49;37;+1 круг;124
2775;11;106;43;+1 круг;124
2776;12;127;43;+1 круг;124
2777;13;75;39;+1 круг;124
2778;14;13;30;+1 круг;124
2779;15;114;27;+2 круга;124
2780;16;69;27;+2 круга;124
2781;17;103;31;DNF;124
2782;18;1;30;DNF;124
2783;НК;38;24;DNF;124
2784;НК;66;24;DNF;124
2785;1;128;15;Победитель;125
2786;2;99;37;+1.478;125
2787;3;93;15;+17.154;125
2788;4;103;31;+24.720;125
2789;5;17;48;+34.204;125
2790;6;49;37;+35.508;125
2791;7;83;16;+50.836;125
2792;8;127;43;+51.450;125
2793;9;106;43;+52.860;125
2794;10;75;39;+90.045;125
2795;11;156;39;+97.507;125
2796;12;66;24;+97.718;125
2797;13;105;27;+2 круга;125
2798;14;114;27;+2 круга;125
2799;НК;38;24;DNF;125
2800;НК;13;30;DNF;125
2801;НК;1;30;DNF;125
2802;НК;144;31;DNF;125
2803;НК;68;48;DNF;125
2804;НК;145;16;DNF;125
2805;1;144;31;Победитель;126
2806;2;103;31;+18.964;126
2807;3;128;15;+20.850;126
2808;4;93;15;+33.768;126
2809;5;17;48;+36.764;126
2810;6;145;16;+55.559;126
2811;7;38;24;+72.298;126
2812;8;66;24;+73.575;126
2813;9;127;43;+95.315;126
2814;10;106;43;+1 круг;126
2815;11;1;30;+1 круг;126
2816;12;83;16;+1 круг;126
2817;13;49;37;+1 круг;126
2818;14;156;39;+1 круг;126
2819;15;99;37;+1 круг;126
2820;16;13;30;+1 круг;126
2821;17;68;48;+2 круга;126
2822;18;105;27;+2 круга;126
2823;19;114;27;+3 круга;126
2824;20;75;39;DNF;126
2825;1;144;31;Победитель;127
2826;2;128;15;+5.953;127
2827;3;83;16;+28.918;127
2828;4;68;48;+38.831;127
2829;5;49;37;+47.566;127
2830;6;75;39;+56.508;127
2831;7;66;24;+61.088;127
2832;8;93;15;+72.358;127
2833;9;13;30;+79.467;127
2834;10;127;43;+88.424;127
2835;11;1;30;+91.210;127
2836;12;17;48;+1 круг;127
2837;13;69;27;+1 круг;127
2838;14;114;27;+2 круга;127
2839;15;99;37;+6 кругов;127
2840;НК;106;43;DNF;127
2841;НК;38;24;DNF;127
2842;НК;103;31;DNF;127
2843;НК;145;16;DNF;127
2844;НК;156;39;DNF;127
2845;1;144;31;Победитель;128
2846;2;103;31;+2.850;128
2847;3;128;15;+3.381;128
2848;4;127;43;+22.359;128
2849;5;83;16;+24.413;128
2850;6;13;30;+28.058;128
2851;7;106;43;+30.619;128
2852;8;66;24;+32.273;128
2853;9;75;39;+40.257;128
2854;10;99;37;+53.371;128
2855;11;1;30;+54.816;128
2856;12;105;27;+75.277;128
2857;НК;49;37;DNF;128
2858;НК;145;16;DNF;128
2859;НК;156;39;DNF;128
2860;НК;93;15;DNF;128
2861;НК;68;48;DNF;128
2862;НК;38;24;DNF;128
2863;НК;17;48;DNF;128
2864;НК;114;27;DNF;128
2865;1;103;31;Победитель;129
2866;2;144;31;+1.954;129
2867;3;17;48;+14.592;129
2868;4;49;37;+16.572;129
2869;5;99;37;+19.682;129
2870;6;68;48;+21.493;129
2871;7;145;16;+25.860;129
2872;8;83;16;+34.343;129
2873;9;127;43;+35.229;129
2874;10;38;24;+37.934;129
2875;11;66;24;+38.538;129
2876;12;156;39;+40.180;129
2877;13;106;43;+48.772;129
2878;14;13;30;+49.214;129
2879;15;105;27;+2 круга;129
2880;16;114;27;+2 круга;129
2881;НК;75;39;DNF;129
2882;НК;128;15;DNF;129
2883;НК;93;15;DNF;129
2884;НК;1;30;DNF;129
2885;1;103;31;Победитель;130
2886;2;144;31;+7.756;130
2887;3;128;15;+14.244;130
2888;4;93;15;+47.543;130
2889;5;17;48;+1 круг;130
2890;6;145;16;+1 круг;130
2891;7;49;37;+1 круг;130
2892;8;38;24;+1 круг;130
2893;9;127;43;+1 круг;130
2894;10;66;24;+1 круг;130
2895;11;99;37;+1 круг;130
2896;12;83;16;+1 круг;130
2897;13;75;39;+1 круг;130
2898;14;13;30;+1 круг;130
2899;15;1;30;+1 круг;130
2900;16;156;39;+2 круга;130
2901;17;114;27;+4 круга;130
2902;18;105;27;+4 круга;130
2903;НК;106;43;DNF;130
2904;Дскв;68;48;+1 круг;130
2905;1;103;31;Победитель;131
2906;2;144;31;+8.271;131
2907;3;93;15;+19.430;131
2908;4;128;15;+43.735;131
2909;5;83;16;+63.952;131
2910;6;99;37;+65.010;131
2911;7;145;16;+93.618;131
2912;8;68;48;+97.751;131
2913;9;38;24;+98.201;131
2914;10;49;37;+102.371;131
2915;11;106;43;+103.525;131
2916;12;13;30;+1 круг;131
2917;13;17;48;+1 круг;131
2918;14;156;39;+1 круг;131
2919;15;75;39;+1 круг;131
2920;16;127;43;+1 круг;131
2921;17;1;30;+2 круга;131
2922;18;114;27;+2 круга;131
2923;19;69;27;+3 круга;131
2924;НК;66;24;DNF;131
2925;1;103;31;Победитель;132
2926;2;144;31;+8.060;132
2927;3;128;15;+9.643;132
2928;4;99;37;+24.330;132
2929;5;68;48;+58.979;132
2930;6;38;17;+1:12.081;132
2931;7;145;16;+1.14.199;132
2932;8;17;48;+1:15.153;132
2933;9;106;43;+1:15.680;132
2934;10;127;43;+1:16.833;132
2935;11;79;38;+1.23.399;132
2936;12;63;38;+1:25.606;132
2937;13;83;16;+1:31.699;132
2938;14;13;30;+1 круг;132
2939;15;75;39;+1 круг;132
2940;16;26;25;+1 круг;132
2941;НК;156;39;DNF;132
2942;НК;93;15;DNF;132
2943;НК;137;25;DNF;132
2944;НК;39;17;DNF;132
2945;НК;1;30;DNF;132
2946;НК;49;37;Не стартовал;132
2947;1;103;31;Победитель;133
2948;2;93;15;+10.282;133
2949;3;144;31;+30.148;133
2950;4;99;37;+1:02.494;133
2951;5;38;17;+1:18.299;133
2952;6;127;43;+1:20.929;133
2953;7;49;37;+1 круг;133
2954;8;68;48;+1 круг;133
2955;9;17;48;+1 круг;133
2956;10;25;30;+1 круг;133
2957;11;63;38;+1 круг;133
2958;12;156;39;+1 круг;133
2959;13;26;25;+1 круг;133
2960;14;75;39;+1 круг;133
2961;15;145;16;+1 круг;133
2962;16;83;16;+1 круг;133
2963;17;137;25;+1 круг;133
2964;НК;106;43;DNF;133
2965;НК;39;17;DNF;133
2966;НК;13;30;DNF;133
2967;НК;128;15;Не стартовал;133
2968;НК;79;38;Не стартовал;133
2969;1;103;31;Победитель;134
2970;2;128;15;+37.776;134
2971;3;49;37;+45.936;134
2972;4;99;37;+52.688;134
2973;5;93;15;+1:05.872;134
2974;6;68;48;+1:15.511;134
2975;7;144;31;+1:18.230;134
2976;8;127;43;+1:19.268;134
2977;9;106;43;+1:24.127;134
2978;10;17;48;+1:26.192;134
2979;11;83;16;+1:34.283;134
2980;12;1;30;+1:37.253;134
2981;13;13;30;+1:41.990;134
2982;14;39;17;+1 круг;134
2983;15;145;16;+1 круг;134
2984;16;156;39;+1 круг;134
2985;17;63;38;+1 круг;134
2986;18;26;25;+1 круг;134
2987;19;38;17;+1 круг;134
2988;20;75;39;+1 круг;134
2989;21;137;25;+1 круг;134
2990;22;79;38;+1 круг;134
2991;1;103;31;Победитель;135
2992;2;144;31;+25.022;135
2993;3;93;15;+31.998;135
2994;4;17;48;+50.217;135
2995;5;68;48;+1:14.427;135
2996;6;1;30;+1 круг;135
2997;7;63;38;+1 круг;135
2998;8;38;17;+1 круг;135
2999;9;83;16;+1 круг;135
3000;10;13;30;+1 круг;135
3001;11;99;37;+1 круг;135
3002;12;106;43;+1 круг;135
3003;13;79;38;+1 круг;135
3004;14;156;39;+1 круг;135
3005;15;49;37;+1 круг;135
3006;16;75;39;+1 круг;135
3007;17;39;17;+1 круг;135
3008;18;26;25;+2 круга;135
3009;НК;127;43;DNF;135
3010;НК;128;15;DNF;135
3011;НК;145;16;DNF;135
3012;НК;137;25;DNF;135
3013;1;127;37;Победитель;136
3014;2;93;15;+0.616;136
3015;3;128;15;+5.581;136
3016;4;99;37;+43.950;136
3017;5;17;48;+45.271;136
3018;6;106;43;+1:01.395;136
3019;7;83;16;+1:19.538;136
3020;8;68;48;+1:20.707;136
3021;9;13;30;+1 круг;136
3022;10;49;43;+1 круг;136
3023;11;39;17;+1 круг;136
3024;12;156;39;+1 круг;136
3025;13;79;38;+1 круг;136
3026;14;75;39;+1 круг;136
3027;15;63;38;+1 круг;136
3028;16;26;25;+1 круг;136
3029;17;137;25;+1 круг;136
3030;НК;38;17;DNF;136
3031;НК;1;30;DNF;136
3032;НК;145;16;DNF;136
3033;НК;103;31;DNF;136
3034;НК;144;31;DNF;136
3035;1;144;31;Победитель;137
3036;2;99;37;+7.252;137
3037;3;83;16;+13.825;137
3038;4;128;15;+15.846;137
3039;5;1;30;+1:25.076;137
3040;6;145;16;+1:32.999;137
3041;7;103;31;+1:33.290;137
3042;8;106;43;+1 круг;137
3043;9;13;30;+1 круг;137
3044;10;68;48;+1 круг;137
3045;11;39;17;+1 круг;137
3046;12;17;48;+1 круг;137
3047;13;38;17;+2 круга;137
3048;14;26;25;+2 круга;137
3049;15;137;25;+4 круга;137
3050;НК;156;39;DNF;137
3051;НК;75;39;DNF;137
3052;НК;127;37;DNF;137
3053;НК;63;38;DNF;137
3054;НК;49;43;DNF;137
3055;НК;93;15;DNF;137
3056;НК;79;38;DNF;137
3057;1;144;31;Победитель;138
3058;2;128;15;+5.011;138
3059;3;17;48;+53.020;138
3060;4;127;37;+1:02.093;138
3061;5;103;31;+1:03.017;138
3062;6;93;15;+1:03.634;138
3063;7;99;37;+1 круг;138
3064;8;145;16;+1 круг;138
3065;9;106;43;+1 круг;138
3066;10;83;16;+1 круг;138
3067;11;1;30;+1 круг;138
3068;12;49;43;+1 круг;138
3069;13;39;17;+2 круга;138
3070;14;38;17;+2 круга;138
3071;15;156;39;+2 круга;138
3072;16;63;38;+2 круга;138
3073;17;26;25;+2 круга;138
3074;18;75;39;+2 круга;138
3075;19;137;25;+2 круга;138
3076;НК;68;48;DNF;138
3077;НК;79;38;DNF;138
3078;НК;13;30;DNF;138
3079;1;103;31;Победитель;139
3080;2;128;15;+16.696;139
3081;3;83;16;+25.241;139
3082;4;93;15;+33.102;139
3083;5;144;31;+56.335;139
3084;6;17;48;+1:00.886;139
3085;7;99;37;+1:09.229;139
3086;8;127;37;+1:10.696;139
3087;9;145;16;+1:17.708;139
3088;10;68;48;+1:25.375;139
3089;11;13;30;+1:44.817;139
3090;12;75;39;+1 круг;139
3091;13;38;17;+1 круг;139
3092;14;63;38;+1 круг;139
3093;15;79;38;+1 круг;139
3094;16;39;17;+1 круг;139
3095;17;156;39;+1 круг;139
3096;18;137;25;+2 круга;139
3097;НК;1;30;DNF;139
3098;НК;26;25;DNF;139
3099;НК;106;43;DNF;139
3100;НК;49;43;DNF;139
3101;1;144;31;Победитель;140
3102;2;127;37;+5.719;140
3103;3;93;15;+6.024;140
3104;4;103;31;+26.710;140
3105;5;99;37;+30.981;140
3106;6;13;30;+37.706;140
3107;7;38;17;+44.668;140
3108;8;106;43;+47.400;140
3109;9;17;48;+1 круг;140
3110;10;26;25;+1 круг;140
3111;11;39;17;+1 круг;140
3112;12;79;38;+1 круг;140
3113;13;75;39;+1 круг;140
3114;14;63;38;+1 круг;140
3115;15;156;39;+1 круг;140
3116;16;137;25;+1 круг;140
3117;17;83;16;DNF;140
3118;18;1;30;DNF;140
3119;19;145;16;DNF;140
3120;20;68;48;DNF;140
3121;НК;128;15;DNF;140
3122;НК;49;43;DNF;140
3123;1;144;31;Победитель;141
3124;2;127;37;+8.250;141
3125;3;103;31;+16.911;141
3126;4;99;37;+26.211;141
3127;5;93;15;+1:09.743;141
3128;6;83;16;+1:16.941;141
3129;7;145;16;+1:17.712;141
3130;8;106;43;+1:25.858;141
3131;9;128;15;+1:31.654;141
3132;10;49;43;+1:32.600;141
3133;11;68;48;+1 круг;141
3134;12;13;30;+1 круг;141
3135;13;1;30;+1 круг;141
3136;14;17;48;+1 круг;141
3137;15;75;39;+1 круг;141
3138;16;39;17;+1 круг;141
3139;17;63;38;DNF;141
3140;НК;79;38;DNF;141
3141;НК;137;25;DNF;141
3142;НК;38;17;DNF;141
3143;НК;156;39;DNF;141
3144;НК;26;25;DNF;141
3145;1;144;31;Победитель;142
3146;2;103;31;+1.977;142
3147;3;99;37;+27.539;142
3148;4;128;15;+28.213;142
3149;5;127;37;+48.659;142
3150;6;93;15;+49.044;142
3151;7;1;30;+1 круг;142
3152;8;106;43;+1 круг;142
3153;9;17;48;+1 круг;142
3154;10;145;16;+1 круг;142
3155;11;83;16;+1 круг;142
3156;12;79;38;+1 круг;142
3157;13;39;17;+1 круг;142
3158;14;38;17;+1 круг;142
3159;15;63;38;+1 круг;142
3160;16;49;43;+1 круг;142
3161;17;75;39;+1 круг;142
3162;18;68;48;+2 круга;142
3163;19;26;25;+2 круга;142
3164;20;156;39;+2 круга;142
3165;21;137;25;+2 круга;142
3166;НК;13;30;DNF;142
3167;1;144;31;Победитель;143
3168;2;99;37;+6.996;143
3169;3;127;37;+13.413;143
3170;4;103;31;+15.845;143
3171;5;128;15;+32.570;143
3172;6;93;15;+1:10.049;143
3173;7;145;16;+1 круг;143
3174;8;13;30;+1 круг;143
3175;9;17;48;+1 круг;143
3176;10;83;16;+1 круг;143
3177;11;39;17;+1 круг;143
3178;12;1;30;+1 круг;143
3179;13;38;17;+1 круг;143
3180;14;106;43;+1 круг;143
3181;15;49;43;+1 круг;143
3182;16;63;38;+1 круг;143
3183;17;26;25;+2 круга;143
3184;18;156;39;+2 круга;143
3185;19;79;38;+2 круга;143
3186;20;137;25;+2 круга;143
3187;НК;75;39;DNF;143
3188;НК;68;48;DNF;143
3189;1;103;31;Победитель;144
3190;2;99;37;+14.113;144
3191;3;144;31;+27.634;144
3192;4;145;16;+35.907;144
3193;5;83;16;+40.660;144
3194;6;128;15;+45.394;144
3195;7;1;30;+59.445;144
3196;8;17;48;+1:00.151;144
3197;9;93;15;+1:01.109;144
3198;10;68;48;+1:05.873;144
3199;11;127;37;+1:11.138;144
3200;12;39;17;+1:13.877;144
3201;13;38;17;+1:16.474;144
3202;14;49;43;+1:27.097;144
3203;15;79;38;+1:33.165;144
3204;16;78;25;+1 круг;144
3205;17;75;39;+1 круг;144
3206;НК;63;38;DNF;144
3207;НК;156;39;DNF;144
3208;НК;106;43;DNF;144
3209;НК;13;30;DNF;144
3210;НК;26;25;DNF;144
3211;1;103;31;Победитель;145
3212;2;144;31;+15.070;145
3213;3;128;15;+20.990;145
3214;4;93;15;+27.561;145
3215;5;99;37;+45.295;145
3216;6;17;48;+51.015;145
3217;7;127;37;+54.236;145
3218;8;83;16;+1:04.954;145
3219;9;68;48;+1:05.617;145
3220;10;145;16;+1:18.656;145
3221;11;38;17;+1 круг;145
3222;12;13;30;+1 круг;145
3223;13;39;17;+1 круг;145
3224;14;1;30;+1 круг;145
3225;15;106;43;+1 круг;145
3226;16;156;39;+1 круг;145
3227;17;63;38;+1 круг;145
3228;18;78;25;+2 круга;145
3229;НК;49;43;DNF;145
3230;НК;26;25;DNF;145
3231;НК;79;38;DNF;145
3232;НК;75;39;DNF;145
3233;1;103;31;Победитель;146
3234;2;99;37;+0.488;146
3235;3;144;31;+8.038;146
3236;4;93;15;+10.219;146
3237;5;128;15;+27.694;146
3238;6;127;37;+1:11.197;146
3239;7;1;30;+1:29.198;146
3240;8;83;16;+1:51.062;146
3241;9;49;43;+1:51.557;146
3242;10;63;38;+1:59.952;146
3243;11;39;17;+1 круг;146
3244;12;68;48;+1 круг;146
3245;13;75;39;+1 круг;146
3246;14;106;43;+1 круг;146
3247;15;79;38;+1 круг;146
3248;16;26;25;+1 круг;146
3249;17;156;39;+1 круг;146
3250;18;78;25;+2 круга;146
3251;НК;13;30;DNF;146
3252;НК;17;48;DNF;146
3253;НК;145;16;DNF;146
3254;НК;38;17;Не стартовал;146
3255;1;99;37;Победитель;147
3256;2;127;37;+2.443;147
3257;3;103;31;+25.516;147
3258;4;93;15;+28.785;147
3259;5;17;48;1:01.582;147
3260;6;83;16;1:03.794;147
3261;7;1;30;1:05.205;147
3262;8;145;16;1:14.062;147
3263;9;13;30;1:21.816;147
3264;10;79;38;1:35.466;147
3265;11;106;43;1:38.878;147
3266;12;156;39;+1 круг;147
3267;13;68;48;+1 круг;147
3268;14;49;43;+1 круг;147
3269;15;26;25;+1 круг;147
3270;16;78;25;+1 круг;147
3271;НК;75;39;DNF;147
3272;НК;144;31;DNF;147
3273;НК;39;17;DNF;147
3274;НК;63;38;DNF;147
3275;НК;38;17;DNF;147
3276;НК;128;15;DNF;147
3277;1;103;31;Победитель;148
3278;2;127;37;+4.978;148
3279;3;144;31;+5.776;148
3280;4;128;15;+20.269;148
3281;5;93;15;+28.370;148
3282;6;99;37;+33.941;148
3283;7;83;16;+57.495;148
3284;8;145;16;+59.177;148
3285;9;68;48;+1:37.763;148
3286;10;17;48;+1:38.323;148
3287;11;38;17;+1:39.254;148
3288;12;79;38;+1 круг;148
3289;13;49;43;+1 круг;148
3290;14;63;38;+1 круг;148
3291;15;156;39;+1 круг;148
3292;16;1;30;+1 круг;148
3293;17;106;43;+1 круг;148
3294;18;13;30;+1 круг;148
3295;19;75;39;+1 круг;148
3296;20;39;17;+1 круг;148
3297;21;78;25;+1 круг;148
3298;22;26;25;+1 круг;148
3299;1;144;31;Победитель;149
3300;2;103;31;+4.520;149
3301;3;99;37;+19.692;149
3302;4;128;15;+43.134;149
3303;5;1;30;+1:33.953;149
3304;6;106;43;+1:36.124;149
3305;7;68;48;+1 круг;149
3306;8;83;16;+1 круг;149
3307;9;13;30;+1 круг;149
3308;10;38;17;+1 круг;149
3309;11;49;43;+1 круг;149
3310;12;63;38;+1 круг;149
3311;13;79;38;+1 круг;149
3312;14;156;39;+1 круг;149
3313;15;75;39;+1 круг;149
3314;16;17;48;+1 круг;149
3315;17;26;25;+1 круг;149
3316;18;78;25;+2 круга;149
3317;НК;93;15;DNF;149
3318;НК;127;37;DNF;149
3319;НК;39;17;DNF;149
3320;НК;145;16;DNF;149
3321;1;144;31;Победитель;150
3322;2;103;31;+8.354;150
3323;3;99;37;+20.858;150
3324;4;127;37;+21.323;150
3325;5;128;15;+27.313;150
3326;6;93;15;+49.376;150
3327;7;145;16;+58.891;150
3328;8;17;48;+1:05.612;150
3329;9;68;48;+1:16.206;150
3330;10;83;16;+1:16.798;150
3331;11;156;39;+1 круг;150
3332;12;13;30;+1 круг;150
3333;13;1;30;+1 круг;150
3334;14;79;38;+1 круг;150
3335;15;75;39;+1 круг;150
3336;16;106;43;+1 круг;150
3337;17;63;38;+1 круг;150
3338;18;49;43;+1 круг;150
3339;19;39;17;+1 круг;150
3340;20;38;17;+1 круг;150
3341;21;78;25;+2 круга;150
3342;НК;26;25;DNF;150
3343;1;144;31;Победитель;151
3344;2;103;31;+11.455;151
3345;3;127;37;+21.481;151
3346;4;83;16;+25.346;151
3347;5;128;15;+26.334;151
3348;6;106;43;+29.160;151
3349;7;145;16;+29.827;151
3350;8;99;37;+30.486;151
3351;9;75;39;+42.620;151
3352;10;1;30;+44.432;151
3353;11;17;48;+45.292;151
3354;12;78;25;+45.809;151
3355;13;49;43;+51.192;151
3356;14;63;38;+51.555;151
3357;15;26;25;+60.498;151
3358;16;13;30;+81.994;151
3359;НК;39;17;DNF;151
3360;НК;68;48;DNF;151
3361;НК;79;38;DNF;151
3362;НК;93;15;DNF;151
3363;НК;156;39;DNF;151
3364;НК;38;17;DNF;151
3365;1;144;31;Победитель;152
3366;2;103;31;+0.439;152
3367;3;128;15;+0.843;152
3368;4;127;37;+1.685;152
3369;5;99;37;+5.315;152
3370;6;93;15;+18.816;152
3371;7;145;16;+50.114;152
3372;8;83;16;+58.776;152
3373;9;68;48;+59.436;152
3374;10;1;30;+59.896;152
3375;11;38;17;+76.777;152
3376;12;39;17;+95.113;152
3377;13;78;25;+1 круг;152
3378;14;26;25;+1 круг;152
3379;15;156;39;+1 круг;152
3380;16;75;39;+1 круг;152
3381;17;79;38;+1 круг;152
3382;НК;106;43;DNF;152
3383;НК;49;43;DNF;152
3384;НК;13;30;DNF;152
3385;НК;17;48;DNF;152
3386;НК;63;38;DNF;152
3387;1;128;15;Победитель;153
3388;2;144;31;+9.975;153
3389;3;17;31;+11.250;153
3390;4;93;15;+22.393;153
3391;5;127;37;+28.827;153
3392;6;68;48;+1:23.386;153
3393;7;83;16;+1 круг;153
3394;8;106;43;+1 круг;153
3395;9;49;43;+1 круг;153
3396;10;78;16;+1 круг;153
3397;11;145;38;+1 круг;153
3398;12;40;39;+2 круга;153
3399;13;25;30;+2 круга;153
3400;НК;1;30;DNF;153
3401;НК;63;17;DNF;153
3402;НК;115;48;DNF;153
3403;НК;99;37;DNF;153
3404;НК;156;39;DNF;153
3405;НК;79;38;DNF;153
3406;НК;38;17;DNF;153
3407;1;144;31;Победитель;154
3408;2;128;15;+6.250;154
3409;3;127;37;+45.192;154
3410;4;99;37;+46.035;154
3411;5;93;15;+48.076;154
3412;6;17;31;+48.808;154
3413;7;106;43;+1:12.893;154
3414;8;63;17;+1 круг;154
3415;9;83;16;+1 круг;154
3416;10;78;16;+1 круг;154
3417;11;38;17;+1 круг;154
3418;12;145;38;+1 круг;154
3419;13;79;38;+1 круг;154
3420;14;68;48;+1 круг;154
3421;15;156;39;+1 круг;154
3422;НК;1;30;DNF;154
3423;НК;49;43;DNF;154
3424;НК;25;30;DNF;154
3425;НК;40;39;DNF;154
3426;НК;115;48;DNF;154
3427;1;128;15;Победитель;155
3428;2;144;31;+6.660;155
3429;3;17;31;+20.397;155
3430;4;93;15;+22.475;155
3431;5;99;37;+39.346;155
3432;6;68;48;+54.326;155
3433;7;83;16;+1:02.606;155
3434;8;38;17;+1:14.865;155
3435;9;145;38;+1:20.188;155
3436;10;78;16;+1:35.711;155
3437;11;26;39;+1 круг;155
3438;12;49;43;+1 круг;155
3439;13;79;38;+1 круг;155
3440;14;1;30;DNF;155
3441;НК;156;39;DNF;155
3442;НК;106;43;DNF;155
3443;НК;115;48;DNF;155
3444;НК;127;37;DNF;155
3445;НК;63;17;DNF;155
3446;НК;25;30;DNF;155
3447;1;17;31;Победитель;156
3448;2;128;15;+0.617;156
3449;3;93;15;+11.000;156
3450;4;144;31;+36.320;156
3451;5;127;37;+1:00.416;156
3452;6;83;16;+1:26.788;156
3453;7;78;16;+1:35.004;156
3454;8;145;38;+1:36.188;156
3455;9;68;48;+1 круг;156
3456;10;106;43;+1 круг;156
3457;11;115;48;+1 круг;156
3458;12;49;43;+1 круг;156
3459;13;63;17;+1 круг;156
3460;14;25;30;+1 круг;156
3461;15;156;39;+1 круг;156
3462;16;26;39;+2 круга;156
3463;НК;99;37;DNF;156
3464;НК;1;30;DNF;156
3465;НК;79;38;DNF;156
3466;НК;38;17;DNF;156
3467;1;144;31;Победитель;157
3468;2;128;15;+3.490;157
3469;3;99;37;+1:15.820;157
3470;4;83;16;+1 круг;157
3471;5;78;16;+1 круг;157
